.FTSE,0.022432864278993585,7.33242739990192e-05,0.00014063891625944064,6.187498953469156e-05,6.355309839958075e-05,9.061523638008559e-05,5.455049408887757e-05,7.846441733634352e-05,0.0001477762293809788,6.278742302468193e-05,7.296064993825952e-05,9.961521918619632e-05,5.42514619805996e-05,8.881974139147881e-05,9.233089975096105e-05,9.801948924795409e-05,5.8218635230609444e-05
AAL.L,0.16106159532402511,0.00014063891625944064,0.0009542726717737164,4.394465200908675e-05,6.400929454821118e-05,0.00024189870914125675,5.535307663556885e-05,0.0001485310416638361,0.0007269688874884724,6.854774335442027e-05,0.00013740414913378617,0.00019368435666470958,3.8684485159556515e-05,0.0002314812060854204,0.00023688929811268382,0.000498262646325855,4.0625869130045804e-05
AZN.L,0.08602145689266803,6.187498953469156e-05,4.394465200908675e-05,0.0002005668846739555,6.590956153375024e-05,5.7707914493121394e-05,5.887607591240908e-05,5.6308785241015186e-05,6.116627564321335e-05,8.941323753670795e-05,3.153918534262201e-05,6.554601955936725e-05,5.726849945331887e-05,5.411808280805696e-05,5.6912297224821e-05,4.243226285238625e-05,6.712261963644399e-05
BATS.L,-0.008893706128658776,6.355309839958075e-05,6.400929454821118e-05,6.590956153375024e-05,0.0001865275520998091,5.8884260337555815e-05,7.461302969881582e-05,4.9154958926617843e-05,7.318457078073922e-05,6.464861209085563e-05,3.368151327880127e-05,6.040503762238538e-05,7.268299062048975e-05,5.603988354936462e-05,5.7950625057135356e-05,4.91638138368663e-05,8.334998847030751e-05
BP.L,0.04619213554580646,9.061523638008559e-05,0.00024189870914125675,5.7707914493121394e-05,5.8884260337555815e-05,0.0002203010710838143,5.520225575799042e-05,9.028538929170923e-05,0.0002379739769406088,7.20515139499067e-05,6.298362809560926e-05,0.00010523962795208517,4.819490317225302e-05,0.00017374493832834182,0.0001784334907156645,0.000158574721236186,5.599274900653022e-05
DGE.L,0.11982783288243837,5.455049408887757e-05,5.535307663556885e-05,5.887607591240908e-05,7.461302969881582e-05,5.520225575799042e-05,0.00010971498109489313,4.9205451000365824e-05,5.958747435900451e-05,6.139874625509712e-05,1.8044910152194475e-05,5.4769435371814674e-05,6.852461437723384e-05,5.6620680544693214e-05,5.825863443107501e-05,4.9156927318016586e-05,7.280521552913014e-05
HSBA.L,0.025570204115106146,7.846441733634352e-05,0.0001485310416638361,5.6308785241015186e-05,4.9154958926617843e-05,9.028538929170923e-05,4.9205451000365824e-05,0.00015622421323697653,0.00015311184556086977,5.988666250990326e-05,8.739759265420329e-05,0.00011854490938755964,4.853077868161269e-05,8.907315736068486e-05,9.258412383213681e-05,0.00010913452553222326,5.1226655164460695e-05
GLEN.L,0.08167175954495946,0.0001477762293809788,0.0007269688874884724,6.116627564321335e-05,7.318457078073922e-05,0.0002379739769406088,5.958747435900451e-05,0.00015311184556086977,0.0009090223890376437,8.406801157399186e-05,0.0001448558022572135,0.00020343545237079983,5.193299234501711e-05,0.0002235317871372836,0.00022930382573602446,0.0004372824449364329,5.736357916988793e-05
GSK.L,0.010481238575284603,6.278742302468193e-05,6.854774335442027e-05,8.941323753670795e-05,6.464861209085563e-05,7.20515139499067e-05,6.139874625509712e-05,5.988666250990326e-05,8.406801157399186e-05,0.00013435605226281818,3.031665511979306e-05,6.37358087181738e-05,5.8649159393803244e-05,7.242769767416666e-05,7.304792821744035e-05,5.506491699706614e-05,6.665488857327806e-05
LLOY.L,-0.004133799381368765,7.296064993825952e-05,0.00013740414913378617,3.153918534262201e-05,3.368151327880127e-05,6.298362809560926e-05,1.8044910152194475e-05,8.739759265420329e-05,0.0001448558022572135,3.031665511979306e-05,0.0002476525703077245,0.00014769167147949837,2.2704889076338936e-05,5.757314386144824e-05,6.306922664399684e-05,8.0866750284335e-05,2.1582083078930875e-05
