AAL.L,AZN.L,BATS.L,BP.L,DGE.L,HSBA.L,GLEN.L,GSK.L,LLOY.L,PRU.L,RB.L,RDSa.L,RDSb.L,RIO.L,ULVR.L
Mining,Pharma,Consumer,Oil&Gas,Consumer,Financial,Mining,Pharma,Financial,Financial,Consumer,Oil&Gas,Oil&Gas,Mining,Consumer
