Date,.FTSE,AAL.L,AZN.L,BATS.L,BP.L,DGE.L,HSBA.L,GLEN.L,GSK.L,LLOY.L,PRU.L,RB.L,RDSa.L,RDSb.L,RIO.L,ULVR.L
16/09/2015,6229.21,749.3,4323,3575,345.85,1777.5,513.1,134.7,1279.76959,74.37331889,1416.895103,5855,1658,1671.5,2395.5,2639
17/09/2015,6186.99,735.4,4270.5,3578,345.7,1782.5,502.5,132.15,1271.388973,73.19122641,1398.036254,5863,1644.5,1655.5,2341.5,2636
18/09/2015,6104.11,720,4370,3571,333.45,1764.5,490.65,126,1266.952175,71.62495386,1358.829699,5796,1582,1599,2299.5,2616
21/09/2015,6108.71,694.9,4379,3558.5,333.55,1768.5,495.1,119,1271.388973,73.12227101,1369.74798,5839,1577.5,1596,2274.5,2628
22/09/2015,5935.84,648.1,4165.5,3459,325.2,1716.5,487.4,106.35,1229.485885,71.22107227,1341.459707,5703,1535.5,1544,2194,2551
23/09/2015,6032.24,658.1,4224,3514.5,329.45,1733,498.75,109.1,1256.10667,71.86137236,1356.348272,5850,1561,1575.5,2222,2581
24/09/2015,5961.49,624.6,4206,3535,322.9,1713.5,488.1,98.61,1237.866503,72.73809096,1333.519139,5804,1522.5,1539.5,2185.5,2538
25/09/2015,6109.01,614.7,4330,3618,333.3,1750,503.6,97.22,1270.895995,74.38316966,1381.658832,5990,1552,1557,2217,2650
28/09/2015,5958.86,552.7,4180,3555.5,323.05,1735,488.95,68.62,1232.936728,72.98436022,1346.422562,5902,1508.5,1514.5,2111,2608
29/09/2015,5909.24,543.1,4129.5,3521,326.2,1718,485.55,80.25,1220.119313,72.26525396,1320.615716,5820,1537,1543,2149.5,2603
30/09/2015,6061.61,550.9,4181.5,3643,334,1770.5,498.7,91.55,1248.21903,74.03839269,1383.147689,5987,1554,1563,2210,2686
01/10/2015,6072.47,555,4161,3588.5,342.25,1765.5,503,91.02,1250.19094,74.09749731,1384.14026,5975,1587,1601,2220,2682
02/10/2015,6129.98,553.6,4168,3634.5,351.45,1782.5,507.7,95,1263.501333,75.40764982,1410.939677,6030,1608,1622,2242,2702
05/10/2015,6298.92,579.5,4247.5,3679.5,368,1810.5,521.3,115,1294.065938,76.11690531,1472.479079,6102,1689.5,1706,2315.5,2778
06/10/2015,6326.16,604.2,4201,3702.5,378.1,1819,521.4,117.85,1288.150208,75.76227756,1478.434505,6110,1746,1766.5,2314,2788
07/10/2015,6336.35,664.5,4112,3726,387,1793.5,528.7,124,1266.459198,75.53570984,1507.715349,6012,1786,1815,2487,2752
08/10/2015,6374.82,677.5,4160.5,3738.5,388.95,1826.5,529.5,120.65,1273.360883,75.14167901,1507.219064,6028,1806,1831.5,2520,2771
09/10/2015,6416.16,726.5,4209.5,3770,391.6,1831,532.2,129.1,1291.60105,76.05780069,1503.24878,6042,1811,1833,2599.5,2786
12/10/2015,6371.18,691.7,4176.5,3763.5,384.8,1827.5,531.6,121.15,1287.65723,74.76734972,1503.745065,6089,1791.5,1814,2537,2817
13/10/2015,6342.28,679.2,4138,3772,382.75,1843,520.5,118.05,1307.37633,73.63451109,1485.382502,6094,1779,1796,2522.5,2823
14/10/2015,6269.61,681,4059,3737,377.65,1810,515.6,120,1295.051893,72.77749404,1449.649946,6035,1768.5,1782.5,2528,2790
15/10/2015,6338.67,677,4121,3804,379.65,1834,519,117.75,1312.799083,73.51630184,1475.456792,6128,1779,1804.5,2513,2890
16/10/2015,6378.04,675.3,4146,3830,384,1836.5,521,116,1327.09543,74.07779577,1511.685633,6112,1808,1834.5,2492.5,2917
19/10/2015,6352.33,625.5,4156.5,3824.5,377.25,1847,517.3,110,1326.109475,74.34376658,1509.700491,6149,1774.5,1799.5,2440,2921
20/10/2015,6345.13,623,4024.5,3799,376.55,1851,515.6,113.5,1317.728858,74.45212506,1498.285925,6144,1771.5,1793,2428,2920
21/10/2015,6348.42,604.6,3947,3816,380.95,1843,512.8,110.55,1303.43251,75.17123132,1488.360215,6300,1797,1826,2426,2936
22/10/2015,6376.28,596.9,4011,3823,388.55,1860.5,505.6,117.1,1318.221835,75.58496369,1494.811926,6310,1787,1803,2468.5,2947
23/10/2015,6444.08,609.9,4069.5,3843.5,388.1,1858.5,518,119.15,1349.772395,76.66854847,1523.596485,6249,1762.5,1775.5,2506.5,2948
26/10/2015,6417.02,590.9,4091.5,3830,384.4,1878.5,513.1,115.95,1349.772395,76.34347304,1520.122487,6285,1742,1750,2487.5,2942
27/10/2015,6365.27,557.4,4075,3793.5,380,1863,511.5,112.05,1348.293463,76.24496533,1503.24878,6294,1709.5,1721.5,2432.5,2940
28/10/2015,6437.8,563,4179.5,3893,391,1869.5,515.3,115.45,1400.549078,72.89570329,1521.611343,6350,1738,1742.5,2415,2960
29/10/2015,6395.8,537,4196.5,3890.5,391.7,1885.5,512.8,110.8,1384.28082,73.11242024,1508.211635,6418,1711.5,1717,2357.5,2936
30/10/2015,6361.09,546.6,4150.5,3859.5,386.4,1878.5,507.6,112.5,1385.266775,72.62973248,1507.715349,6344,1690,1700,2358.5,2893
02/11/2015,6361.8,544.3,4156,3820,388.25,1869,503.5,115.6,1377.379135,73.88078036,1517.144774,6288,1707,1714,2321.5,2875
03/11/2015,6383.61,561.9,4162.5,3842,403.25,1876,504.9,119.45,1357.167058,73.35868951,1536.003623,6290,1757.5,1764,2347.5,2870
04/11/2015,6412.88,579.1,4127.5,3857,402.05,1894,519.1,125.85,1368.998518,72.74794173,1556.351328,6318,1757,1768,2370.5,2873
05/11/2015,6364.9,534.6,4247,3860,390.45,1897,516.9,121.5,1366.53363,71.81211851,1529.055626,6350,1719,1724,2299,2880
06/11/2015,6353.83,525.4,4226,3810,386.5,1882.5,527.8,115.85,1365.054698,72.63958325,1533.522195,6267,1712,1722,2282,2858
09/11/2015,6295.16,516,4158.5,3773,382.6,1865.5,527.6,109.7,1348.293463,71.91062622,1538.48505,6186,1700.5,1707,2291,2817
10/11/2015,6275.28,491.75,4156,3779.5,382.5,1872,523.4,105.05,1346.321553,71.87122313,1478.434505,6160,1686,1692,2318.5,2809
11/11/2015,6297.2,492.75,4202,3784.5,377.9,1899.5,523.7,103.85,1354.209193,72.3539109,1497.293354,6295,1656.5,1667.5,2307,2843
12/11/2015,6178.68,449.9,4075,3724.5,367.25,1883,521,95.92,1312.799083,71.45749076,1479.923361,6265,1584.5,1596.5,2238,2798
13/11/2015,6118.28,456.2,4094,3705.5,364.5,1848.5,513.2,93.11,1294.065938,71.65450618,1457.094228,6169,1568,1582,2244,2754
16/11/2015,6146.38,454,4258,3741,368.65,1847,511.3,89.54,1295.54487,71.59540155,1459.07937,6216,1576,1588,2221,2758
17/11/2015,6268.76,431,4397,3812,378.55,1888,519.2,88.83,1326.602453,72.73809096,1502.256209,6327,1618,1637.5,2214,2820
18/11/2015,6278.97,449.45,4409,3808.5,382.5,1885.5,520.8,93.31,1330.053295,72.89570329,1483.893645,6306,1640,1662.5,2260.5,2801
19/11/2015,6329.93,450.75,4428.5,3860.5,385.15,1902.5,525.1,94.05,1328.081385,72.23570165,1506.722778,6315,1666,1681.5,2290,2820
20/11/2015,6334.63,446.5,4499.5,3870,381.3,1928,531.1,92.33,1341.884755,70.70883219,1525.085342,6333,1635,1648.5,2296,2851
23/11/2015,6305.49,441.15,4486,3869,380.75,1913,534.9,90.42,1325.616498,70.70883219,1505.233922,6322,1626.5,1641,2280,2851
24/11/2015,6277.23,452,4463.5,3850,385.9,1894,530.1,93.98,1324.137565,70.53151832,1499.278496,6254,1650,1667.5,2274,2833
25/11/2015,6337.64,417.2,4500,3873,386.1,1925.5,533.9,90.58,1333.504138,71.09301225,1529.551911,6385,1648.5,1666.5,2249.5,2869
26/11/2015,6393.13,435.8,4520,3875,389.6,1925.5,540,95.88,1352.237283,72.03868623,1541.959049,6346,1672.5,1692.5,2271,2881
27/11/2015,6375.15,400.15,4512.5,3898.5,386.55,1924.5,534.9,91.88,1346.321553,72.30465704,1536.996194,6309,1656.5,1673.5,2199,2876
30/11/2015,6356.09,408.65,4502.5,3868,385.25,1910,529.5,96.71,1336.462003,71.87122313,1528.063055,6230,1643,1652,2208.5,2834
01/12/2015,6395.65,406.3,4515.5,3886.5,384.55,1912.5,539,94.48,1332.025205,73.59510801,1552.381044,6353,1644,1660.5,2214.5,2825
02/12/2015,6420.93,397.55,4582.5,3891,382,1944.5,540.5,93.5,1358.64599,73.33898797,1544.936762,6415,1663.5,1680.5,2188.5,2870
03/12/2015,6275,386.85,4470,3816,368.55,1900,527.2,90.22,1318.221835,71.91062622,1494.315641,6209,1624.5,1629,2114,2786
04/12/2015,6238.29,376.05,4442,3781,359.7,1891,523.3,87.29,1300.474645,71.92047699,1494.315641,6206,1585.5,1599.5,2081,2793
07/12/2015,6223.52,369,4483.5,3835.5,347.6,1900.5,521.6,85.36,1304.911443,71.39838614,1512.678204,6300,1518.5,1526.5,2066,2852
08/12/2015,6135.22,323.65,4438.5,3800,347.8,1873,511.6,79.45,1295.54487,70.24584596,1506.226493,6253,1517.5,1526,1893,2822
09/12/2015,6126.68,319.7,4404,3738,350.45,1852,511.6,83.08,1297.51678,69.61539664,1506.722778,6167,1541,1551.5,1966.5,2814
10/12/2015,6088.05,318.65,4379.5,3694,350.95,1832,510.8,88.9,1295.54487,70.96495223,1476.945648,6189,1522,1533.5,1971,2792
11/12/2015,5952.78,292.95,4330,3599,338,1806.5,498,85.37,1279.276613,68.96524577,1458.086799,6124,1453.5,1460,1885.5,2747
14/12/2015,5874.06,280.8,4285.5,3590,329.3,1796,494.15,80,1262.0224,67.65509327,1428.805955,6088,1418.5,1428,1848,2720
15/12/2015,6017.79,271.1,4391,3686,337.7,1820.5,511.6,82.37,1290.122118,69.29032121,1470.990222,6166,1463.5,1473.5,1879.5,2799
16/12/2015,6061.19,278.2,4416.5,3719,340.2,1831.5,520.8,84.35,1302.446555,69.47748585,1483.893645,6177,1462,1475,1899.5,2825
17/12/2015,6102.54,263.55,4434,3732.5,340.35,1833.5,531.7,80.86,1322.658633,70.26554751,1492.330499,6175,1450,1460,1859,2858
18/12/2015,6052.42,278.65,4371.5,3666.5,339.3,1807.5,529.2,80.86,1315.26397,69.97987516,1477.938219,6128,1463.5,1469,1862.5,2821
21/12/2015,6034.84,280.5,4363.5,3657.5,335.2,1805,527.1,83.05,1312.799083,69.89121822,1471.486508,6106,1442,1450.5,1863,2795.5
22/12/2015,6083.1,296.5,4398.5,3669.5,344.95,1805,529.6,85.84,1323.15161,70.24584596,1491.834213,6066,1486,1493,1898.5,2816.5
23/12/2015,6240.98,323.35,4513,3745.5,360.4,1853,540.9,93.09,1350.75835,72.55092631,1529.055626,6205,1551,1564.5,2014.5,2883
24/12/2015,6254.64,328.05,4540,3781,365.95,1856.5,541.3,92.4,1356.67408,72.40316475,1528.55934,6226,1557,1571,2006.5,2891
25/12/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28/12/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29/12/2015,6314.57,307.35,4627.5,3806,360.75,1880,544.6,93.1,1371.956383,72.89570329,1549.403331,6305,1561,1579,1978,2941
30/12/2015,6274.05,301.8,4616,3789.5,355.15,1880,537.8,89.8,1364.56172,72.50167246,1534.514766,6310,1545,1563,1959,2940
31/12/2015,6242.32,299.45,4616.5,3771,354,1856.5,536.2,90.48,1353.716215,71.97958161,1519.626201,6281,1526,1543,1979.5,2926.5
01/01/2016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04/01/2016,6093.43,277.85,4478,3685.5,347.55,1817,520.4,85.27,1345.335598,70.30495059,1446.672233,6112,1516,1538,1902.5,2821
05/01/2016,6137.24,283.2,4562,3709,348.15,1846,522.6,88.26,1366.53363,70.501966,1465.034796,6107,1526,1535,1939.5,2850.5
06/01/2016,6073.38,270.4,4522.5,3728,343.45,1841,508.3,85.85,1361.110878,69.94047207,1421.361672,6102,1497.5,1504,1846.5,2818
07/01/2016,5954.08,240.65,4381,3664.5,337.7,1800.5,502,78.71,1325.616498,68.45300569,1375.703406,6029,1454.5,1462,1784.5,2792
08/01/2016,5912.44,229.2,4349,3631,328.7,1810,499.1,77.48,1352.237283,67.84225791,1365.777696,5993,1375,1375.5,1739,2778.5
11/01/2016,5871.83,230.45,4255.5,3648.5,328.05,1805.5,497.8,73.43,1328.574363,67.90136253,1353.370559,5977,1354,1355,1697,2763
12/01/2016,5929.24,232.5,4324,3698,323.1,1837,505.1,72,1344.349643,68.26584105,1360.814841,6076,1351,1349,1652,2827.5
13/01/2016,5960.97,231.45,4396.5,3721,335.85,1851.5,504.8,71.87,1365.054698,66.78822544,1373.718264,6143,1346,1345.5,1683.5,2860.5
14/01/2016,5918.23,262.95,4323,3639.5,347.7,1810,502,78.62,1361.110878,65.53717756,1362.799983,6032,1391.5,1390,1735,2820
15/01/2016,5804.1,232.75,4230,3595,338.15,1791,485.7,73.5,1344.349643,63.74433729,1327.067427,6008,1351,1351.5,1643.5,2798.5
18/01/2016,5779.92,232.65,4210.5,3612,340.5,1779.5,479.7,75.15,1346.321553,63.00552949,1336.496852,6005,1338.5,1337.5,1632.5,2843
19/01/2016,5876.8,238.8,4312.5,3647,342.45,1828,488.65,78.98,1370.47745,64.79836976,1382.155118,6099,1365,1369.5,1657,2934
20/01/2016,5673.58,221.05,4235.5,3565,328.15,1777.5,465.8,71.2,1338.433913,63.09418643,1311.186291,5984,1266,1277.5,1577.5,2832
21/01/2016,5773.79,248,4271.5,3579.5,342.25,1827,471.2,82.25,1349.279418,63.73448652,1311.186291,6000,1316.5,1318.5,1672,2877
22/01/2016,5900.01,226.7,4360.5,3625.5,352.7,1857.5,479.55,78.58,1371.956383,65.862253,1315.156575,6047,1387,1388,1653.5,2919
25/01/2016,5877,226.6,4440.5,3657,350.15,1841.5,473.45,80.85,1380.337,62.19776629,1290.838586,6144,1398.5,1402,1609,2950.5
26/01/2016,5911.46,253.35,4415.5,3683,356.5,1872,474.5,87.1,1395.619303,63.76403883,1309.201149,6112,1422.5,1420.5,1688.5,2955.5
27/01/2016,5990.37,253.75,4473,3764,362.9,1867,480.1,92.03,1415.83138,63.95120348,1324.586,6169,1463,1462,1717,3005
28/01/2016,5931.78,275.9,4347,3768.5,368.45,1841.5,477.65,90.45,1394.633348,63.11388797,1311.186291,6125,1495,1496,1700,2966.5
29/01/2016,6083.79,277.45,4487.5,3897,376.1,1884.5,492.3,89.48,1418.789245,64.4831451,1357.340843,6234,1518,1521,1714,3085
01/02/2016,6060.1,274.05,4504,3864,366.95,1910.5,484.4,87.99,1414.352448,63.23209722,1316.645432,6271,1494.5,1500,1696,3071.5
02/02/2016,5922.01,252.15,4499,3856.5,335.1,1906,467.6,83.15,1405.97183,61.0156738,1208.455193,6273,1433.5,1435.5,1617.5,3078
03/02/2016,5837.14,273.7,4412,3805,332.35,1869.5,449.45,85.95,1410.901605,59.78432747,1226.321471,6260,1438,1437.5,1685,3020
04/02/2016,5898.76,328.3,4143,3753.5,350.85,1828,459.5,99.68,1392.661438,61.83328777,1253.120888,6136,1525.5,1525,1858,2953.5
05/02/2016,5848.06,363.35,4109.5,3726.5,350.65,1796.5,457.85,102.15,1381.322955,60.87776301,1218.877188,6068,1535,1536.5,1818,2967.5
08/02/2016,5689.36,376.1,3906,3731,343.9,1782,438.45,102.8,1343.363688,58.47417496,1152.871217,5990,1522,1521.5,1840.5,2939.5
09/02/2016,5632.19,333.8,3914.5,3736.5,334.45,1783,432.5,94.44,1341.391778,57.26253016,1117.634946,5954,1461,1461,1751,2931.5
10/02/2016,5672.3,327,4009,3692.5,330.1,1782,441.4,93.5,1339.912845,57.52850097,1166.767211,5967,1454.5,1457.5,1765,2940.5
11/02/2016,5536.97,315.95,3991,3681,310.25,1745,420.15,87.68,1326.602453,55.164316,1078.924677,5847,1441.5,1445.5,1705,2905
12/02/2016,5707.6,373.95,4046.5,3708.5,332.5,1758,440.4,98.46,1344.349643,57.60730714,1148.900933,5966,1525.5,1526,1847.5,2944.5
15/02/2016,5824.28,393.05,4151,3775,332.8,1809,446.4,101.2,1391.182505,58.94701195,1185.129774,6371,1542,1540.5,1851,3012
16/02/2016,5862.17,397.95,4184,3844,337.4,1811.5,448.2,102.95,1397.591213,59.64641668,1174.707779,6410,1567,1564.5,1852,3015
17/02/2016,6030.32,468.05,4279.5,3890,349.85,1832,456.95,120,1403.99992,61.85298932,1238.728608,6513,1642,1636,1951,3050
18/02/2016,5971.95,432,4129.5,3849.5,345.4,1826,448.85,117.9,1380,61.50821234,1237.239752,6486,1589,1587,1888.5,3025.5
19/02/2016,5950.23,436.65,4073,3830,343.25,1828.5,449.85,118.4,1383.5,60.87776301,1220.366045,6556,1563,1560.5,1891.5,3034
22/02/2016,6037.73,483.75,4143,3863.5,356.65,1859,445.9,132.4,1391.5,62.17806475,1244.187749,6582,1617,1614.5,2051,3082
23/02/2016,5962.31,453.1,4130.5,3843,345.35,1864.5,441.3,129.45,1378,61.99090011,1210.93662,6554,1576,1572,1988,3066
24/02/2016,5867.18,409.75,4086.5,3834,335,1868.5,433.8,116.35,1360.5,61.27179384,1178.181777,6520,1545,1547.5,1874,3038
25/02/2016,6012.81,422.15,4199,3877.5,338.45,1877.5,448.8,118.8,1407,69.58584433,1223.840043,6625,1588,1583,1806.5,3104
26/02/2016,6096.01,450.6,4204.5,3915,349.55,1865,467.35,128.25,1410.5,71.05360916,1236.743466,6603,1641.5,1635,1860.5,3097
29/02/2016,6097.09,480.25,4107,3925.5,351.45,1859,459.65,133.25,1399.5,71.31957997,1248.158033,6560,1647.5,1645,1904,3092
01/03/2016,6152.88,491.3,4093,4000,350.65,1881,460.95,130.5,1415,71.97958161,1297.290297,6676,1645.5,1638.5,1940,3148.5
02/03/2016,6147.06,524.1,4073,3968.5,352.9,1862.5,471.6,135.4,1396,72.17659702,1319.623145,6503,1657,1654.5,2007.5,3073.5
03/03/2016,6130.46,533,4000,3958,362,1853,450.5,143,1370,71.49689385,1330.541426,6458,1665,1670,2012,3057.5
04/03/2016,6199.43,592,4021,4044.5,367.9,1874,453.55,160,1370,72.14704471,1336.496852,6539,1677.5,1685,2130,3109
07/03/2016,6182.4,628.1,4016.5,4008.5,365.55,1859,450.35,170.75,1375,71.66435695,1316.645432,6436,1674,1677.5,2237,3087
08/03/2016,6125.44,530.9,4054.5,4012.5,354.2,1866.5,448.8,139.75,1400,69.57599356,1316.645432,6470,1659,1663.5,2026,3110
09/03/2016,6146.32,530.3,4076,4045,356,1882.5,450.25,143.25,1403,68.72882727,1354.859415,6578,1689.5,1689,2030.5,3119.5
10/03/2016,6036.7,502.8,4018.5,3984.5,343.2,1850.5,445.5,137.25,1386,67.92106408,1309.697435,6462,1638.5,1641,1957,3081.5
11/03/2016,6139.79,515.6,4043.5,4076.5,348.4,1873,451.35,141.7,1398,69.10315656,1348.407704,6529,1669,1676.5,2000,3096
14/03/2016,6174.57,546.5,4052,4101,345.45,1889,452.55,147.9,1410,69.26076889,1336.000566,6637,1666.5,1675.5,2001.5,3110.5
15/03/2016,6139.97,487.45,4022,4128,342,1896,452.95,140.85,1416,68.17718411,1307.712293,6649,1657.5,1660.5,1921.5,3143.5
16/03/2016,6175.49,492.7,4005,4117,350.1,1905,457.2,144.3,1412,67.76345174,1328.556284,6641,1703.5,1711,1929.5,3124.5
17/03/2016,6201.12,540.9,3946.5,4042,359.6,1880,449.2,158,1399.5,68.26584105,1344.933705,6671,1730,1738.5,2034,3110
18/03/2016,6189.64,555.4,3890,3977,357,1868.5,448.8,160.8,1385,68.85688729,1360.814841,6600,1697.5,1707.5,2015,3098.5
21/03/2016,6184.58,549.5,3901.5,3976,356.2,1867.5,449,159.9,1384.5,68.74852882,1360.318556,6646,1697.5,1705,2014,3100
22/03/2016,6192.74,553.3,3915,3983,360.75,1876,447.9,159.85,1397,68.32494568,1345.429991,6641,1702,1704,1993,3102.5
23/03/2016,6199.11,523.5,3952,4044,356.1,1890,448.1,153.5,1396.5,67.87181022,1336.000566,6706,1696,1705,1969,3165
24/03/2016,6106.48,500.8,3907,3995.5,353.35,1869,438.3,151.2,1389.5,67.03449471,1275.5,6695,1677,1688.5,1937.5,3141
25/03/2016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28/03/2016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29/03/2016,6105.9,479.1,3914.5,3995.5,345.8,1876,432.5,143.8,1392,66.98524086,1294,6714,1650,1667.5,1863,3164.5
30/03/2016,6203.17,535.7,3915.5,4075,355.55,1896,437.05,151.55,1412,66.78822544,1302,6771,1706.5,1714,1973,3190
31/03/2016,6174.9,552.1,3902.5,4090,350.15,1881.5,433.9,157.3,1412,67.0049424,1301,6730,1684,1700,1955.5,3152.5
01/04/2016,6146.05,538.4,3932.5,4083.5,343.8,1886.5,432,149.75,1414.5,66.935987,1279,6705,1668,1683.5,1943,3165
04/04/2016,6164.72,547.5,3971,4098,344.7,1892.5,430.7,149.8,1427.5,67.30046552,1290.5,6734,1677.5,1691.5,1975.5,3178
05/04/2016,6091.23,525.7,3951,4118,337.45,1880,417.5,141.85,1419,65.94105916,1268,6768,1644,1655,1927.5,3189
06/04/2016,6161.63,522.5,4127.5,4124.5,339.55,1905.5,419.9,140.1,1461.5,67.06404702,1310.5,6808,1663,1668.5,1934.5,3242
07/04/2016,6136.89,506.1,4167.5,4148.5,339.3,1910,416.15,132.1,1474.5,64.3250993,1281,6804,1666.5,1676,1917.5,3241
08/04/2016,6204.41,547.2,4146.5,4190,350.35,1912,418,136.8,1471.5,65.3968535,1310.5,6778,1733,1740.5,1987.5,3238.5
11/04/2016,6200.12,585.1,4065,4193.5,351.85,1897.5,418.25,141.5,1465.5,65.0197548,1313,6744,1732,1738,2030.5,3235.5
12/04/2016,6242.39,638.7,4057,4167.5,356.95,1904,420.1,148.55,1479,66.1312036,1345,6794,1759,1761,2086.5,3239.5
13/04/2016,6362.89,709.3,4099.5,4186.5,365.45,1921.5,448.1,158.5,1489,68.473185,1404,6845,1801,1802,2245,3263.5
14/04/2016,6365.1,690.2,4141,4210,358.55,1929,451,158,1502,68.274712,1413.5,6778,1817.5,1813.5,2242.5,3284.5
15/04/2016,6343.75,678.3,4146.5,4232,355.95,1933,450.5,155.65,1506,67.679293,1395,6735,1814,1818.5,2230.5,3279.5
18/04/2016,6353.52,693.6,4168,4280.5,355.8,1923.5,448.3,158.05,1510,67.92738425,1387.5,6868,1804,1805,2268.5,3279
19/04/2016,6405.35,752.5,4160,4281,362.95,1946.5,454.05,169.9,1501,67.33196525,1425.5,6974,1800.5,1808.5,2333,3331
20/04/2016,6410.26,792,4141,4264.5,363.65,1948,465.4,170.65,1495.5,67.2426524,1436.5,6925,1813,1820,2423.5,3330
21/04/2016,6381.44,747.3,4158,4175,368.6,1918.5,471.9,166.75,1503.5,68.1754755,1449,6824,1832.5,1843.5,2404.5,3269
22/04/2016,6310.44,732.8,4116.5,4133,368.3,1892.5,466.5,161.8,1485,67.48082,1440,6700,1814,1826.5,2334.5,3191
25/04/2016,6260.92,679.1,4084,4162.5,360.35,1891.5,459.55,155,1474.5,67.07395035,1413.5,6697,1760,1765.5,2237.5,3187
26/04/2016,6284.52,667.2,3999,4144.5,375.9,1880.5,469.4,152,1458.5,69.46555,1409.5,6695,1766,1769,2220.5,3147.5
27/04/2016,6319.91,696.9,3996.5,4162,382.45,1873,466.6,153,1488.5,68.72127625,1385,6713,1810,1816,2234,3131
28/04/2016,6322.4,753.2,3959.5,4186,382.3,1876.5,467.35,156.45,1489,67.58998015,1375,6755,1812.5,1820.5,2329.5,3107
29/04/2016,6241.89,763.4,3928,4170,373.75,1846,452.5,162.9,1459,66.55792055,1347.5,6654,1779.5,1786,2300.5,3054.5
02/05/2016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03/05/2016,6185.59,665.7,3911.5,4156,368.4,1860.5,445.05,149.8,1471.5,65.08922035,1327.5,6688,1755,1761.5,2154.5,3083.5
04/05/2016,6112.02,643.2,3832.5,4141.5,362.55,1855,436.65,145.05,1451,64.29532835,1312,6659,1710.5,1722.5,2102,3083
05/05/2016,6117.25,654.6,3809.5,4191,358.35,1873,436.55,145.45,1449.5,63.5907492,1310,6684,1726.5,1745,2114.5,3095.5
06/05/2016,6125.7,649.4,3798.5,4199,360.8,1872,431.75,145.6,1440,64.51364865,1303.5,6731,1742.5,1761.5,2133.5,3107.5
09/05/2016,6114.81,559.5,3944.5,4213.5,351.5,1894,429.85,132.55,1465,63.87853505,1301,6837,1703,1719,1964.5,3154.5
10/05/2016,6156.65,585.8,3928,4241.5,357.55,1889.5,433,133.9,1475,64.9205183,1310,6882,1719.5,1730.5,2001,3157
11/05/2016,6162.49,617.3,3932.5,4245,361.2,1885.5,431.15,136.85,1475,65.18845685,1307.5,6863,1734.5,1747.5,2031.5,3150.5
12/05/2016,6104.19,575,3880,4210.5,360.1,1879,423.55,131.1,1441,64.41441215,1275,6823,1724,1736.5,1972,3139
13/05/2016,6138.5,578.2,3940,4224.5,362.5,1894,430,131.15,1453,65.893036,1277,6851,1726,1732,1992,3165.5
16/05/2016,6151.4,609.5,3915,4235,366,1889,428.8,133.6,1450,66.16097455,1278,6868,1745,1750.5,2012,3163
17/05/2016,6167.77,628.7,3930.5,4189,366.3,1856,434.6,136.5,1444,66.7663172,1287.5,6831,1752,1757,2034,3106.5
18/05/2016,6165.8,606.1,3900.5,4165.5,364.6,1843.5,435.5,132.95,1437.5,68.9693675,1309.5,6850,1733,1741,1993.5,3090
19/05/2016,6053.35,579.3,3812,4086,356,1818,426.55,128.1,1407.5,68.5525742,1294.5,6763,1648,1663.5,1939.5,3041.5
20/05/2016,6156.32,600.3,3894.5,4147,361.5,1838,429.25,128.65,1436,69.8029541,1334,6820,1680,1689,1952.5,3081
23/05/2016,6136.43,598.4,3900.5,4116,357.5,1835.5,427.25,128.8,1438,69.6838703,1323.5,6789,1659,1667,1944,3070.5
24/05/2016,6219.26,608.5,3958.5,4170.5,357.8,1858,434.25,129.7,1444.5,71.8670733,1386,6861,1655,1661.5,1963,3113.5
25/05/2016,6262.85,620.2,4014.5,4182,366,1863,446.4,133.4,1454,73.1769951,1403,6835,1685,1696.5,1982.5,3107
26/05/2016,6265.65,629.2,4011.5,4185,364.45,1867,445.95,135.95,1457,72.25409565,1388,6883,1682.5,1693,1969,3127.5
27/05/2016,6270.79,612,4022.5,4205.5,361.95,1883,448.45,134.3,1452.5,71.89684425,1394,6873,1675,1680.5,1964,3152.5
30/05/2016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31/05/2016,6230.79,600.1,4028,4198,357.25,1870.5,445.05,131.1,1445,71.4701273,1380,6875,1657.5,1660.5,1942.5,3146
01/06/2016,6191.93,592.1,4015.5,4167,353.6,1864,444.85,128.9,1447.5,70.7953191,1350,6873,1666,1664,1868,3177.5
02/06/2016,6185.61,587.5,4042,4142.5,353.1,1851.5,446.15,128.55,1444.5,69.99150345,1350,6842,1661,1665.5,1865.5,3164
